Country,Longitude,Latitude,Basin,Seep_Type,Seep_Name,CH4_Concentration,C2_Concentration,C3_Concentration,Delta13C1,DeltaD1,Bernard_Ratio
Mexico,108.3892,62.0022,Masila Basin,Gas,Gas Seep 2,7.1,0.1,93.0,-29.5,-199,1.6
Yemen,48.7778,51.9378,Nankai Trough Basin,Oil,Gas Seep 2,6.2,0.4,93.3,-30.0,-201,1.3
Uzbekistan,108.307,37.6043,Swiss Jura Basin,Oil,Oil Seep 2,5.6,0.5,93.0,-29.2,-202,1.4
_RARE_,109.1311,33.2803,South Uruguay Basin,Gas,Oil Seep 2,6.3,0.3,93.7,-29.5,-204,1.4
United States,-63.5709,40.687,Luapula Basin,Oil,Gas Seep 2,6.2,0.2,92.6,-30.0,-201,1.4
_RARE_,-55.9478,60.9088,Manica Basin,Gas,Oil Seep 3,6.1,0.2,92.7,-29.5,-199,1.5
Thailand,36.9488,69.0409,North Sea Basin,Gas,Gas Seep 2,7.1,0.4,93.3,-29.4,-201,1.4
United States,-118.2435,28.7328,Austin Chalk Basin,Oil,Gas Seep 1,6.8,0.4,92.8,-29.4,-204,1.3
Iraq,-61.2671,-19.4544,Western Canada Sedimentary Basin,Gas,Oil Seep 3,7.2,0.1,93.8,-29.2,-202,1.5
Vietnam,47.927,69.0409,Song Hong Basin,Oil,Gas Seep 2,5.8,0.2,92.6,-30.1,-202,1.2
Kuwait,9.0739,-41.3993,Norwegian Sea Basin,Gas,Oil Seep 1,6.3,0.3,92.7,-29.5,-204,1.5
_RARE_,13.5905,-0.1568,Dong Nai Basin,Oil,Oil Seep 2,6.3,0.5,93.3,-29.5,-202,1.4
Thailand,27.3887,24.1884,Caspian Basin,Oil,Oil Seep 3,6.3,0.4,92.7,-29.6,-199,1.3
Zimbabwe,50.8296,25.9515,Atlantic Margin Basin,Gas,Oil Seep 2,5.6,0.2,93.8,-29.1,-203,1.2
Vietnam,6.0935,-15.4014,Syria Basin,Oil,Gas Seep 2,5.8,0.5,92.6,-29.4,-205,1.3
Uzbekistan,101.3538,35.549,Gulf of Thailand Basin,Gas,Gas Seep 2,7.0,0.3,93.6,-29.4,-198,1.4
Canada,44.307,32.6681,Maranon Basin,Oil,Oil Seep 1,6.7,0.3,93.3,-29.4,-204,1.5
United Arab Emirates,51.6542,42.3368,Beaufort Sea Basin,Gas,Oil Seep 1,7.2,0.3,93.5,-29.7,-201,1.4
Canada,28.7768,60.472,Philadelphia Basin,Gas,Gas Seep 2,7.2,0.1,94.0,-29.4,-199,1.3
Norway,65.3799,-0.4412,Zimbabwe Basin,Oil,Oil Seep 1,5.7,0.2,92.7,-29.4,-202,1.3
United States,-122.4194,39.743,Offshore Singapore Basin,Oil,Oil Seep 1,5.8,0.3,93.2,-29.4,-204,1.5
Yemen,-69.3642,-41.4331,Abu Dhabi Basin,Oil,Oil Seep 1,6.9,0.2,93.9,-29.2,-204,1.6
Yemen,103.6636,50.1355,Upper Peninsula Basin,Gas,Oil Seep 2,5.7,0.4,93.7,-29.2,-201,1.5
Norway,51.0457,26.0981,Levantine Basin,Oil,Oil Seep 1,6.2,0.4,92.7,-29.5,-205,1.3
Uzbekistan,-74.8506,40.7298,Red River Basin,Gas,Oil Seep 2,6.5,0.4,93.0,-29.5,-198,1.4
Yemen,121.0223,36.5168,Austin Chalk Basin,Gas,Gas Seep 1,6.3,0.4,93.3,-29.2,-202,1.2
Zimbabwe,99.8016,41.3696,Falkland Plateau Basin,Gas,Gas Seep 1,6.8,0.2,93.5,-29.9,-202,1.5
Canada,41.2084,60.7326,United Kingdom Continental Shelf Basin,Gas,Oil Seep 3,6.3,0.2,93.8,-29.5,-202,1.5
Saudi Arabia,65.6229,-31.6628,Levant Basin,Gas,Oil Seep 1,5.7,0.3,93.5,-29.4,-205,1.4
Zambia,42.9226,23.9622,Norwegian Sea Basin,Gas,Gas Seep 1,5.7,0.2,93.9,-29.2,-199,1.5
Kuwait,112.4411,51.1867,Lake Maracaibo Basin,Oil,Oil Seep 2,6.8,0.4,93.0,-30.1,-199,1.4
_RARE_,9.0953,-16.658,Aden Rift Basin,Gas,Oil Seep 3,6.3,0.2,93.2,-29.5,-202,1.4
Mexico,-74.7272,12.8529,Sudan Basin,Oil,Oil Seep 3,7.1,0.4,93.6,-29.4,-201,1.3
Saudi Arabia,105.5964,-15.4157,Colorado Basin,Oil,Gas Seep 2,6.9,0.2,92.7,-29.6,-204,1.1
Venezuela,10.1714,40.8585,Beaufort Sea Basin,Oil,Gas Seep 2,7.0,0.4,93.8,-29.2,-199,1.2
Canada,68.2532,24.4743,San Joaquin Basin,Oil,Gas Seep 1,6.3,0.1,93.5,-29.8,-199,1.5
Norway,-92.7828,-32.4289,West Siberian Basin,Gas,Gas Seep 1,6.3,0.2,93.1,-29.4,-204,1.5
Vietnam,33.0538,25.9203,Washington Basin,Oil,Oil Seep 3,6.3,0.4,92.7,-30.0,-204,1.5
United States,-66.9056,-41.8586,Offshore Singapore Basin,Gas,Oil Seep 3,7.0,0.3,92.8,-30.0,-200,1.5
Zimbabwe,-67.8903,-41.634,Limpopo Basin,Gas,Oil Seep 3,6.1,0.2,93.3,-30.0,-202,1.1
United States,8.2449,29.9342,Nile Delta Basin,Oil,Gas Seep 2,7.0,0.2,92.7,-30.0,-202,1.5
United States,-48.9859,20.3508,North West Shelf Basin,Gas,Oil Seep 2,7.1,0.2,93.7,-30.0,-202,1.6
Norway,5.4725,55.5677,Bukhara-Khiva Basin,Oil,Gas Seep 2,6.3,0.4,92.7,-29.5,-205,1.3
Canada,101.9024,34.9657,Baghdad Basin,Oil,Oil Seep 3,7.2,0.4,93.6,-29.2,-199,1.3
United States,110.3439,44.9826,Denver Basin,Gas,Gas Seep 1,6.7,0.2,93.1,-29.9,-203,1.3
Thailand,6.0533,14.9027,Agulhas Basin,Oil,Oil Seep 3,5.8,0.3,93.7,-29.3,-199,1.3
Norway,103.815,51.3393,Masila Basin,Gas,Oil Seep 3,5.7,0.2,93.7,-29.4,-198,1.4
United States,-117.006,38.1514,Burgos Basin,Gas,Oil Seep 2,6.5,0.2,93.3,-29.3,-201,1.3
Zambia,49.8926,10.5469,White Tiger Basin,Oil,Oil Seep 3,6.3,0.4,93.5,-29.5,-202,1.4
_RARE_,112.6966,32.1314,Black Sea Basin,Gas,Oil Seep 3,5.6,0.2,93.8,-29.8,-201,1.5
Norway,-22.6394,29.3357,Iowa Basin,Gas,Oil Seep 3,7.1,0.4,93.2,-29.7,-200,1.4
United Arab Emirates,48.4795,-1.4715,Saudi Basin,Oil,Oil Seep 2,5.7,0.4,92.8,-29.4,-202,1.4
United States,-72.6628,40.7136,Campeche Basin,Gas,Oil Seep 3,7.1,0.2,93.7,-29.5,-202,1.4
Norway,9.8105,14.6543,East Coast Basin,Gas,Gas Seep 2,6.1,0.4,93.0,-29.1,-202,1.4
_RARE_,121.0178,15.8502,Atlantic Margin Basin,Gas,Oil Seep 1,6.2,0.2,92.9,-29.5,-204,1.4
Saudi Arabia,-81.4562,42.3557,Syria Basin,Oil,Oil Seep 1,7.0,0.3,92.7,-29.6,-199,1.3
Canada,121.3038,51.9998,Cauvery Basin,Oil,Gas Seep 2,6.5,0.2,93.5,-29.6,-199,1.5
Uzbekistan,-74.0677,33.0832,Colorado Basin,Gas,Oil Seep 3,6.7,0.3,92.9,-29.9,-202,1.5
Iraq,-122.392,56.2355,Providence Basin,Gas,Gas Seep 1,5.7,0.4,93.1,-29.4,-201,1.4
Venezuela,-89.9171,-8.7262,Norwegian Sea Basin,Oil,Gas Seep 2,6.9,0.3,92.7,-29.4,-200,1.4
United States,-74.6483,41.6062,Limpopo Basin,Oil,Oil Seep 1,6.5,0.3,93.5,-29.5,-201,1.4
Yemen,30.417,-40.547,Shabwah Basin,Gas,Oil Seep 1,7.0,0.3,92.9,-29.8,-205,1.6
Yemen,121.1906,30.9918,Amu Darya Basin,Gas,Gas Seep 1,6.3,0.2,92.7,-29.3,-201,1.3
Uzbekistan,33.3529,-12.741,Beaufort Sea Basin,Oil,Gas Seep 1,7.2,0.2,92.6,-29.7,-200,1.5
Thailand,25.9252,4.4909,Western Zambia Basin,Oil,Oil Seep 3,6.2,0.4,93.8,-29.4,-199,1.2
Turkey,30.6686,21.9948,Fox Basin,Oil,Oil Seep 1,7.0,0.3,92.7,-30.0,-204,1.5
Yemen,121.5931,23.5828,Mumbai Offshore Basin,Gas,Gas Seep 1,6.2,0.3,93.7,-29.7,-202,1.4
Norway,31.0586,25.0522,Bas Cuu Long Basin,Gas,Oil Seep 3,7.0,0.2,93.0,-29.4,-201,1.3
Venezuela,75.3771,-12.651,Zimbabwe Basin,Gas,Gas Seep 1,6.1,0.2,92.9,-30.0,-199,1.3
Iraq,-5.5663,-12.5723,Santos Basin,Gas,Oil Seep 3,6.1,0.4,92.7,-29.5,-199,1.2
Yemen,47.5366,-11.3085,Gulf of Valencia Basin,Gas,Oil Seep 1,6.2,0.3,92.7,-29.5,-202,1.3
Iraq,6.1461,26.5929,Eastern Venezuela Basin,Oil,Oil Seep 3,6.9,0.2,92.7,-29.9,-199,1.5
Indonesia,113.9201,13.1697,Levantine Basin,Oil,Gas Seep 1,6.1,0.2,92.9,-29.4,-204,1.3
Canada,31.0545,40.7128,Norwegian Sea Basin,Gas,Oil Seep 3,6.3,0.4,93.5,-30.1,-202,1.4
Thailand,34.067,34.7876,Offshore Singapore Basin,Gas,Gas Seep 2,7.1,0.5,93.8,-29.4,-202,1.3
Kuwait,8.4652,61.1105,Rumaila Basin,Gas,Gas Seep 2,6.8,0.3,93.2,-29.4,-202,1.5
Norway,4.7703,37.9315,Basin and Range Basin,Oil,Oil Seep 1,6.5,0.3,92.9,-30.1,-205,1.5
Iraq,-73.9922,30.0029,Washington Basin,Gas,Gas Seep 1,6.2,0.4,93.9,-30.0,-201,1.3
Indonesia,67.5637,-18.7419,Dutch North Sea Basin,Oil,Oil Seep 3,6.9,0.5,92.9,-30.2,-203,1.5
_RARE_,-73.7963,37.0158,Red River Basin,Gas,Oil Seep 2,6.3,0.1,92.8,-30.0,-201,1.4
India,48.4222,22.0828,Saudi Basin,Gas,Oil Seep 3,7.2,0.2,93.6,-29.5,-202,1.3
_RARE_,-58.0063,-15.3904,Southern Georgia Embayment Basin,Gas,Oil Seep 3,5.7,0.1,93.5,-29.4,-202,1.4
Mexico,28.028,-18.9759,West Siberian Basin,Oil,Gas Seep 1,5.8,0.3,93.7,-29.5,-203,1.5
_RARE_,3.7822,55.1131,Aden Rift Basin,Oil,Oil Seep 1,5.7,0.3,92.7,-30.1,-204,1.5
Canada,-88.7024,36.8147,New Hebrides Basin,Oil,Gas Seep 1,6.3,0.1,92.6,-30.1,-204,1.2
Turkey,7.2129,20.7977,Persian Gulf Basin,Oil,Oil Seep 3,6.1,0.3,93.8,-29.4,-201,1.3
Indonesia,-71.5715,44.9783,Agulhas Basin,Gas,Gas Seep 2,7.0,0.2,92.9,-29.4,-201,1.4
Norway,-94.1171,34.6097,Taiwan Basin,Oil,Oil Seep 2,6.2,0.4,93.8,-29.5,-205,1.3
Yemen,-74.008,12.3229,Austin Chalk Basin,Gas,Oil Seep 1,6.9,0.3,93.1,-29.8,-201,1.5
Thailand,-57.4602,34.05,White Tiger Basin,Gas,Oil Seep 3,6.5,0.4,93.1,-29.3,-199,1.2
Zambia,64.6217,41.3616,Agulhas Basin,Oil,Gas Seep 2,6.7,0.2,93.5,-29.5,-200,1.1
Indonesia,166.9592,39.7444,Song Hong Basin,Oil,Oil Seep 1,6.2,0.4,93.1,-29.5,-204,1.3
Indonesia,-106.1281,21.887,Saudi Basin,Gas,Oil Seep 1,7.1,0.3,93.3,-29.5,-201,1.5
Indonesia,51.1314,14.7402,Houston Basin,Oil,Gas Seep 2,6.2,0.3,92.9,-29.9,-204,1.3
_RARE_,121.2245,13.1067,Salalah Basin,Oil,Gas Seep 1,7.0,0.2,94.0,-29.5,-202,1.4
Kuwait,-94.2176,55.5874,Bukhara-Khiva Basin,Gas,Gas Seep 1,6.3,0.1,92.7,-29.9,-203,1.4
Norway,31.0571,6.8784,Nile Delta Basin,Gas,Oil Seep 1,7.0,0.3,93.2,-29.6,-202,1.1
Indonesia,-60.2574,28.7297,Fergana Basin,Gas,Gas Seep 2,6.1,0.2,93.6,-29.2,-199,1.2
Venezuela,108.7198,41.8174,Falkland Plateau Basin,Oil,Oil Seep 3,6.1,0.4,93.3,-29.4,-201,1.4
Saudi Arabia,10.7906,25.5513,Maracaibo Basin,Gas,Oil Seep 1,6.2,0.3,93.2,-30.0,-204,1.4
Canada,-103.3012,60.5763,Amu Darya Basin,Oil,Oil Seep 3,5.7,0.4,93.3,-29.4,-205,1.6
Mexico,121.0702,12.8667,South Uruguay Basin,Oil,Gas Seep 2,5.6,0.4,93.3,-29.2,-204,1.2
Saudi Arabia,50.2672,65.1069,South Uruguay Basin,Gas,Oil Seep 1,7.0,0.5,94.0,-29.6,-202,1.6
Kuwait,49.2743,46.1577,Upper Peninsula Basin,Gas,Gas Seep 2,7.2,0.2,93.1,-29.5,-205,1.5
Mexico,35.4216,11.9408,Houston Basin,Gas,Oil Seep 2,6.3,0.4,93.5,-29.5,-199,1.4
_RARE_,-106.7036,-30.2825,Rumaila Basin,Oil,Gas Seep 1,6.7,0.2,93.1,-29.6,-200,1.1
Thailand,53.9705,40.7128,New Jersey Basin,Gas,Oil Seep 2,5.7,0.4,93.8,-29.5,-201,1.4
_RARE_,-79.4333,69.0409,Beaufort Sea Basin,Gas,Gas Seep 1,6.1,0.3,93.8,-29.1,-202,1.5
_RARE_,117.3725,2.45,Gulf of Valencia Basin,Gas,Oil Seep 2,6.9,0.4,93.6,-29.1,-205,1.1
Saudi Arabia,-93.3024,-11.9479,Salalah Basin,Oil,Oil Seep 1,5.8,0.3,93.5,-30.0,-202,1.4
_RARE_,-102.6131,23.4741,San Joaquin Basin,Oil,Gas Seep 2,6.7,0.4,92.7,-29.7,-201,1.3
Vietnam,119.1317,6.5215,Zambezi Basin,Oil,Gas Seep 1,7.2,0.3,93.5,-29.4,-204,1.4
Zimbabwe,104.0801,-31.43,Gulf of Thailand Basin,Oil,Oil Seep 1,6.1,0.4,92.7,-29.2,-199,1.2
United Arab Emirates,8.3801,-14.299,Bach Long Vi Basin,Oil,Oil Seep 2,6.3,0.2,93.6,-29.2,-199,1.5
_RARE_,-5.9316,30.7158,Providence Basin,Gas,Oil Seep 3,7.1,0.3,92.7,-29.4,-204,1.6
Saudi Arabia,29.198,52.7512,Zambezi Basin,Oil,Gas Seep 2,6.7,0.4,93.7,-29.2,-201,1.6
Canada,108.4654,36.2931,Illinois Basin,Gas,Oil Seep 3,6.1,0.3,93.3,-29.8,-204,1.4
Canada,-95.3791,-18.1241,Manica Basin,Oil,Gas Seep 2,6.7,0.3,93.5,-30.2,-203,1.4
Vietnam,32.9196,29.9419,Dutch North Sea Basin,Oil,Oil Seep 1,5.7,0.2,92.7,-30.0,-199,1.6
Indonesia,-122.4194,13.044,Limpopo Basin,Oil,Oil Seep 3,6.3,0.4,93.6,-29.5,-202,1.3
Vietnam,121.0139,48.086,Colorado Basin,Oil,Oil Seep 3,6.8,0.3,93.0,-29.9,-203,1.3
Indonesia,-74.1496,34.0468,Southern California Borderland Basin,Gas,Oil Seep 1,6.2,0.3,92.9,-29.4,-205,1.2
India,-73.9698,15.5339,Iowa Basin,Oil,Gas Seep 1,6.3,0.5,93.7,-29.4,-201,1.3
Zimbabwe,40.6312,30.272,New York Basin,Oil,Oil Seep 2,7.0,0.1,92.7,-29.2,-199,1.6
Zambia,-70.636,29.5116,Indus Basin,Oil,Oil Seep 2,7.0,0.3,93.5,-29.5,-200,1.4
Uzbekistan,-122.4194,-2.236,New York Basin,Gas,Gas Seep 1,7.2,0.1,93.6,-30.1,-205,1.6
Uzbekistan,53.8702,33.8027,Burgos Basin,Gas,Gas Seep 1,6.7,0.4,92.8,-29.5,-205,1.4
India,27.9312,-16.8277,North West Shelf Basin,Oil,Oil Seep 2,6.3,0.2,92.6,-29.4,-201,1.4
_RARE_,66.1204,26.4542,Washington Basin,Oil,Oil Seep 3,6.3,0.2,93.0,-29.5,-202,1.4
United States,-72.6648,30.7018,German North Sea Basin,Gas,Gas Seep 1,6.8,0.5,92.7,-29.5,-198,1.4
Kuwait,65.7884,38.9564,Nam Con Son Basin,Oil,Oil Seep 1,6.3,0.2,93.5,-29.4,-203,1.4
Kuwait,-94.7685,14.7738,Anadarko Basin,Gas,Oil Seep 3,5.7,0.2,93.1,-29.8,-203,1.3
Thailand,-93.3031,29.9613,Red River Basin,Gas,Gas Seep 2,5.8,0.4,94.0,-29.4,-199,1.3
Venezuela,101.2978,40.6357,Gulf of Lion Basin,Oil,Oil Seep 1,7.0,0.3,93.7,-30.1,-204,1.4
Venezuela,-5.2029,40.1531,Zimbabwe Border Basin,Gas,Oil Seep 1,6.2,0.3,92.7,-29.6,-198,1.3
Zimbabwe,-87.1988,-25.0264,Salalah Basin,Oil,Gas Seep 1,6.1,0.2,93.6,-29.5,-202,1.4
Venezuela,29.8308,33.2684,Southern California Basin,Gas,Oil Seep 2,6.1,0.4,93.2,-29.4,-205,1.4
Mexico,20.8591,42.344,Niger Delta Basin,Oil,Oil Seep 3,6.9,0.4,94.0,-29.2,-199,1.2
Kuwait,108.5644,37.1543,Burgos Basin,Oil,Oil Seep 1,5.7,0.5,93.9,-29.9,-199,1.2
_RARE_,44.2363,47.1392,Denver Basin,Oil,Oil Seep 2,6.1,0.3,92.6,-30.0,-201,1.3
Vietnam,-71.987,-32.5068,Western Canada Sedimentary Basin,Oil,Gas Seep 2,6.3,0.3,93.1,-29.4,-201,1.3
Kuwait,-74.4357,34.0494,Great Basin Basin,Gas,Oil Seep 3,6.7,0.3,93.0,-29.4,-198,1.4
Kuwait,-35.2572,34.0519,Western Canada Sedimentary Basin,Gas,Oil Seep 3,5.8,0.4,93.9,-29.4,-199,1.3
Zimbabwe,105.3125,40.7255,Burgos Basin,Oil,Oil Seep 1,7.0,0.2,93.5,-30.0,-205,1.5
United States,139.8587,-19.0141,Lake Maracaibo Basin,Gas,Gas Seep 1,6.8,0.4,94.0,-29.4,-199,1.5
Thailand,11.7003,0.4648,Syria Basin,Gas,Oil Seep 2,5.6,0.2,93.5,-29.1,-199,1.3
Yemen,-3.7465,50.0268,Zimbabwe Basin,Gas,Oil Seep 1,6.1,0.5,93.0,-29.5,-204,1.4
Venezuela,-3.7407,66.6,Aegean Basin,Gas,Oil Seep 2,5.6,0.4,93.6,-29.5,-201,1.4
Zimbabwe,-60.768,41.98,Bas Cuu Long Basin,Gas,Gas Seep 2,5.6,0.2,93.0,-30.0,-201,1.4
Vietnam,9.6428,33.266,Austin Chalk Basin,Gas,Oil Seep 2,6.1,0.1,93.2,-29.5,-203,1.6
Norway,44.871,15.2484,Manica Basin,Oil,Gas Seep 1,6.2,0.3,92.6,-29.5,-201,1.4
Iraq,29.4812,-42.0276,Southern California Continental Borderland Basin,Oil,Gas Seep 1,6.7,0.2,93.0,-29.5,-201,1.3
Uzbekistan,146.6402,26.3507,Beaufort Sea Basin,Oil,Oil Seep 1,6.9,0.4,93.1,-29.4,-201,1.3
Vietnam,40.2658,32.9531,Masila Basin,Oil,Oil Seep 3,6.2,0.3,93.7,-29.4,-201,1.4
Vietnam,-84.6704,69.0409,Agulhas Basin,Oil,Gas Seep 2,6.7,0.3,93.5,-29.5,-201,1.3
Yemen,-118.3775,33.912,Rumaila Basin,Oil,Gas Seep 2,6.1,0.4,92.7,-29.5,-199,1.3
Saudi Arabia,-122.4194,39.7466,Fergana Basin,Gas,Oil Seep 3,6.9,0.2,93.9,-29.4,-202,1.5
Saudi Arabia,43.9151,39.7441,Shabwa-Masila Basin,Gas,Gas Seep 2,5.6,0.5,93.8,-30.1,-204,1.4
Yemen,-55.9514,34.3212,North Sea Basin,Oil,Oil Seep 1,6.5,0.3,93.5,-29.5,-201,1.4
Uzbekistan,6.2518,23.5328,Houston Basin,Oil,Oil Seep 1,6.8,0.3,93.1,-29.9,-204,1.2
Saudi Arabia,-119.8573,56.0792,San Joaquin Basin,Gas,Oil Seep 1,6.9,0.4,93.6,-29.4,-202,1.3
Norway,-85.5133,17.1002,Aden Rift Basin,Gas,Oil Seep 2,6.3,0.3,92.6,-29.2,-204,1.2
Iraq,9.7467,-29.2315,German North Sea Basin,Gas,Oil Seep 3,5.8,0.2,93.1,-29.2,-199,1.3
Norway,-105.1769,26.4681,Burgos Basin,Oil,Gas Seep 2,5.8,0.4,93.8,-29.7,-199,1.2
United States,-88.9521,-7.9275,White Tiger Basin,Gas,Oil Seep 1,7.0,0.5,92.7,-30.1,-205,1.5
Venezuela,-82.2227,24.8407,Norwegian Sea Basin,Oil,Oil Seep 3,5.8,0.2,92.9,-29.4,-202,1.4
_RARE_,-83.3903,-15.1592,Sudan Basin,Oil,Oil Seep 3,5.8,0.2,93.3,-30.2,-203,1.2
Iraq,33.8974,-40.5346,Shabwah Basin,Gas,Gas Seep 1,7.2,0.3,92.6,-29.6,-204,1.5
Thailand,51.1268,11.4227,New York Basin,Gas,Oil Seep 3,5.6,0.2,93.0,-29.2,-203,1.3
Yemen,103.8454,20.6169,Saudi Basin,Oil,Oil Seep 1,5.8,0.2,92.7,-30.1,-204,1.6
Vietnam,-72.7385,-19.8416,Colorado Basin,Oil,Oil Seep 2,7.2,0.2,92.9,-29.9,-199,1.5
Russia,53.9501,-40.9117,Colorado Basin,Oil,Gas Seep 1,7.2,0.3,93.7,-29.5,-201,1.4
Uzbekistan,131.15,48.7304,Zimbabwe Border Basin,Gas,Oil Seep 3,6.1,0.2,93.6,-29.5,-204,1.4
Norway,-85.8864,2.8205,Amu Darya Basin,Oil,Oil Seep 1,6.3,0.2,93.8,-29.9,-204,1.5
United States,-96.4136,-15.3908,Nankai Trough Basin,Gas,Oil Seep 2,7.1,0.2,93.6,-30.0,-204,1.6
Russia,5.6699,20.685,Philippine Basin,Oil,Oil Seep 3,6.7,0.2,92.7,-30.0,-202,1.5
Russia,50.9287,56.1549,Abu Dhabi Basin,Gas,Gas Seep 1,5.7,0.2,92.9,-29.5,-200,1.5
India,-103.0262,44.4052,Tracy Basin,Gas,Oil Seep 3,6.2,0.2,93.7,-30.1,-199,1.4
Kuwait,14.1546,46.2653,Anadarko Basin,Gas,Oil Seep 3,6.1,0.3,93.8,-29.5,-202,1.4
Turkey,0.7507,30.3106,Sirte Basin,Gas,Gas Seep 2,6.8,0.2,94.0,-29.5,-202,1.4
Kuwait,108.2701,26.4933,Levant Basin,Gas,Oil Seep 3,6.9,0.3,93.1,-29.6,-204,1.5
Norway,-118.8134,44.9846,Chilean Basin,Oil,Oil Seep 2,6.7,0.3,93.7,-29.1,-202,1.4
Vietnam,101.6927,38.1651,Gulf of Thailand Basin,Gas,Oil Seep 3,6.1,0.2,93.9,-29.6,-202,1.4
_RARE_,49.1841,16.8485,Taiwan Basin,Gas,Oil Seep 2,7.2,0.4,93.9,-29.2,-199,1.5
Zimbabwe,29.1593,-19.0702,Atlantic Margin Basin,Gas,Oil Seep 2,6.8,0.1,93.0,-29.2,-199,1.6
Yemen,-83.9645,32.0706,Green River Basin,Oil,Gas Seep 1,6.2,0.3,93.9,-29.9,-203,1.4
Canada,67.5323,-8.2193,Bach Long Vi Basin,Gas,Gas Seep 2,7.2,0.1,93.6,-30.0,-202,1.5
Norway,48.2411,61.2541,Campeche Basin,Oil,Gas Seep 2,6.2,0.3,93.5,-29.4,-201,1.3
Kuwait,-69.3889,37.8518,Adriatic Basin,Gas,Gas Seep 2,7.1,0.4,92.6,-29.2,-200,1.2
India,53.7851,13.6631,New Jersey Basin,Oil,Oil Seep 2,6.1,0.2,92.7,-29.5,-205,1.5
Vietnam,51.1417,39.1963,Fergana Basin,Oil,Oil Seep 2,6.8,0.2,93.6,-29.8,-202,1.5
Mexico,-103.6063,23.6039,San Joaquin Basin,Gas,Oil Seep 3,6.1,0.4,92.6,-29.5,-201,1.4
Canada,-118.2433,-27.1067,Swiss Jura Basin,Gas,Oil Seep 1,6.1,0.3,92.8,-30.1,-204,1.2
Vietnam,121.4945,69.0409,Malay Basin,Gas,Gas Seep 1,6.1,0.4,93.8,-29.7,-199,1.2
Zimbabwe,108.2734,40.7139,Saudi Basin,Gas,Oil Seep 2,5.7,0.4,93.9,-29.4,-201,1.6
_RARE_,-69.7205,14.0703,Limpopo Basin,Oil,Oil Seep 3,6.7,0.2,93.7,-29.4,-202,1.4
United Arab Emirates,9.7645,37.2835,Caspian Basin,Gas,Gas Seep 2,7.0,0.3,93.8,-30.0,-201,1.3
Venezuela,-118.9155,56.1417,Upper Peninsula Basin,Oil,Gas Seep 1,6.7,0.4,92.9,-29.4,-202,1.6
Saudi Arabia,-73.9545,33.7992,Maracaibo Basin,Gas,Oil Seep 3,7.1,0.2,93.0,-30.0,-199,1.5
United States,80.1708,30.1276,Yangtze Basin,Gas,Oil Seep 2,5.6,0.4,93.3,-29.5,-199,1.3
Saudi Arabia,30.721,41.3633,Gulf of Thailand Basin,Oil,Oil Seep 3,6.8,0.4,93.9,-29.2,-200,1.4
Venezuela,44.2346,33.2511,White Tiger Basin,Gas,Oil Seep 3,5.7,0.4,93.9,-29.2,-199,1.2
Vietnam,101.6675,39.7456,Bukhara-Khiva Basin,Oil,Oil Seep 3,6.3,0.3,93.6,-30.1,-204,1.5
Russia,43.742,29.3359,Caribbean Basin,Oil,Oil Seep 1,7.2,0.2,92.7,-29.2,-204,1.5
Turkey,29.7635,31.7523,Persian Gulf Basin,Gas,Oil Seep 1,7.0,0.3,93.5,-29.2,-204,1.5
India,104.6559,35.2101,North West Shelf Basin,Oil,Gas Seep 2,5.8,0.2,92.7,-29.2,-205,1.5
Zimbabwe,34.6943,20.4928,Luangwa Basin,Gas,Gas Seep 1,7.1,0.4,93.7,-30.1,-204,1.5
Canada,-72.7592,-12.0254,Barinas Basin,Oil,Oil Seep 1,6.2,0.3,93.0,-29.2,-199,1.5
Kuwait,120.9215,37.7797,Santa Monica Basin,Oil,Gas Seep 2,7.1,0.4,93.9,-29.4,-199,1.3
United States,-83.6319,-19.0069,San Joaquin Basin,Gas,Oil Seep 3,6.9,0.2,92.9,-29.5,-202,1.4
Indonesia,54.2363,69.0409,United Kingdom Continental Shelf Basin,Gas,Gas Seep 2,6.1,0.3,93.7,-30.0,-202,1.2
Yemen,38.9009,15.507,Mahakam Delta Basin,Oil,Oil Seep 2,7.0,0.2,93.9,-29.6,-198,1.5
Norway,75.7152,35.6796,Zimbabwe Border Basin,Oil,Oil Seep 1,6.9,0.3,92.7,-29.6,-203,1.4
Kuwait,46.7098,0.1852,South Uruguay Basin,Oil,Oil Seep 1,6.2,0.3,93.5,-29.4,-199,1.6
Venezuela,-111.4207,41.2816,Eastern Venezuela Basin,Oil,Oil Seep 1,5.8,0.3,93.2,-29.3,-202,1.4
Norway,153.2226,26.4303,Green River Basin,Gas,Oil Seep 1,6.3,0.2,93.8,-29.8,-202,1.4
Zambia,-116.9533,43.7913,Southern California Borderland Basin,Oil,Gas Seep 2,7.0,0.2,93.9,-29.9,-202,1.4
Saudi Arabia,70.493,56.161,Luapula Basin,Gas,Oil Seep 2,7.1,0.2,93.5,-29.5,-201,1.4
Yemen,64.7457,35.8564,Barinas Basin,Gas,Oil Seep 3,7.1,0.2,93.6,-29.5,-202,1.3
Vietnam,-122.3811,33.3561,Abu Dhabi Basin,Oil,Oil Seep 3,6.7,0.2,93.5,-29.5,-199,1.4
_RARE_,108.4002,39.1836,Gulf of Valencia Basin,Gas,Oil Seep 3,6.8,0.3,93.9,-29.8,-202,1.3
Uzbekistan,104.4301,40.0716,Swiss Jura Basin,Gas,Oil Seep 3,5.8,0.5,93.6,-29.7,-202,1.4
